"id","content","data"
2543,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""019229901"",""especificacao"":""OUTRAS RESTITUIÇÕES – PRINCIPAL"",""vlPrevisto"":""000000600000,00"",""nroSequencial"":""000109"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""019229901"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000600000,00"",""nroSequencial"":""000110"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2545,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021120101"",""especificacao"":""OP.CRÉDITO CONTRATUAIS-MERC.INTERNO-PRINCIPAL"",""vlPrevisto"":""000006900000,00"",""nroSequencial"":""000113"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021120101"",""codFontRecursos"":""190"",""vlFontRecursos"":""000006900000,00"",""nroSequencial"":""000114"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2546,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021125001"",""especificacao"":""OP.CRÉDITO INTERNAS PROGR.EDUC.-PRINCIPAL"",""vlPrevisto"":""000036313000,00"",""nroSequencial"":""000115"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021125001"",""codFontRecursos"":""190"",""vlFontRecursos"":""000036313000,00"",""nroSequencial"":""000116"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2547,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021125101"",""especificacao"":""OP.CRÉDITO INTERNAS PROGR.SAÚDE-PRINCIPAL"",""vlPrevisto"":""000005589560,00"",""nroSequencial"":""000117"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021125101"",""codFontRecursos"":""190"",""vlFontRecursos"":""000005589560,00"",""nroSequencial"":""000118"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2548,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021125201"",""especificacao"":""OP.CRÉDITO INTERNAS PROGR.SANEAMENTO-PRINCIPAL"",""vlPrevisto"":""000025214500,00"",""nroSequencial"":""000119"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""021125201"",""codFontRecursos"":""190"",""vlFontRecursos"":""000025214500,00"",""nroSequencial"":""000120"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2549,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""024199901"",""especificacao"":""OUTRAS TRANSF.REC.UNIÃO SUAS ENTID.-PRINCIPAL"",""vlPrevisto"":""000019000000,00"",""nroSequencial"":""000121"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""024199901"",""codFontRecursos"":""181"",""vlFontRecursos"":""000019000000,00"",""nroSequencial"":""000122"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2550,"{""tipoRegistro"":""10"",""codOrgao"":""05"",""codUnidade"":""02"",""rubrica"":""012160311"",""especificacao"":""CONT.P/FUNDOS ASSIST.MÉDICA-SERVIDORES CIVIS- PRINCIPAL"",""vlPrevisto"":""000031400000,00"",""nroSequencial"":""000123"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""05"",""codUnidade"":""02"",""rubrica"":""012160311"",""codFontRecursos"":""158"",""vlFontRecursos"":""000031400000,00"",""nroSequencial"":""000124"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2551,"{""tipoRegistro"":""10"",""codOrgao"":""05"",""codUnidade"":""02"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000600000,00"",""nroSequencial"":""000125"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""05"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""158"",""vlFontRecursos"":""000000600000,00"",""nroSequencial"":""000126"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2552,"{""tipoRegistro"":""10"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000001000000,00"",""nroSequencial"":""000127"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""118"",""vlFontRecursos"":""000001000000,00"",""nroSequencial"":""000128"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2553,"{""tipoRegistro"":""10"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017155201"",""especificacao"":""TRANSF.COMP.UNIÃO FUNDEB-VAAR-PRINCIPAL"",""vlPrevisto"":""000006000000,00"",""nroSequencial"":""000129"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017155201"",""codFontRecursos"":""187"",""vlFontRecursos"":""000006000000,00"",""nroSequencial"":""000130"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2554,"{""tipoRegistro"":""10"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017515001"",""especificacao"":""TRANSF.RECURSOS FUNDEB-PRINCIPAL"",""vlPrevisto"":""000194000000,00"",""nroSequencial"":""000131"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017515001"",""codFontRecursos"":""118"",""vlFontRecursos"":""000184000000,00"",""nroSequencial"":""000132"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017515001"",""codFontRecursos"":""119"",""vlFontRecursos"":""000010000000,00"",""nroSequencial"":""000133"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2575,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017199901"",""especificacao"":""OUTRAS TRANSF.RECUR.UNIÃO ENTID.-PRINCIPAL"",""vlPrevisto"":""000009435000,00"",""nroSequencial"":""000178"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017199901"",""codFontRecursos"":""195"",""vlFontRecursos"":""000009435000,00"",""nroSequencial"":""000179"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2562,"{""tipoRegistro"":""10"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""011210101"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL"",""vlPrevisto"":""000000460000,00"",""nroSequencial"":""000150"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""011210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000460000,00"",""nroSequencial"":""000151"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2563,"{""tipoRegistro"":""10"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000152"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000153"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2564,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215001"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL"",""vlPrevisto"":""000000350000,00"",""nroSequencial"":""000154"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215001"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000350000,00"",""nroSequencial"":""000155"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2565,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215002"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - MULTAS JUROS"",""vlPrevisto"":""000000060000,00"",""nroSequencial"":""000156"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215002"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000157"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2566,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215003"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000158"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215003"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000159"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2567,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215004"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA-D.ATIVA M/JUROS"",""vlPrevisto"":""000000010000,00"",""nroSequencial"":""000160"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215004"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000010000,00"",""nroSequencial"":""000161"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2568,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000302300,00"",""nroSequencial"":""000162"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000040000,00"",""nroSequencial"":""000163"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""107"",""vlFontRecursos"":""000000231100,00"",""nroSequencial"":""000164"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""131"",""vlFontRecursos"":""000000031200,00"",""nroSequencial"":""000165"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2569,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135011"",""especificacao"":""TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-PRINCIPAL"",""vlPrevisto"":""000012800000,00"",""nroSequencial"":""000166"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135011"",""codFontRecursos"":""107"",""vlFontRecursos"":""000012800000,00"",""nroSequencial"":""000167"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2570,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135021"",""especificacao"":""TRANS.SUS-BLOCO MANUT.ATEN.ESPEC.-PRINCIPAL"",""vlPrevisto"":""000024930000,00"",""nroSequencial"":""000168"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135021"",""codFontRecursos"":""107"",""vlFontRecursos"":""000024930000,00"",""nroSequencial"":""000169"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2571,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135031"",""especificacao"":""TRANS.SUS-BLOCO MANUT-VIGILÂNCIA SAÚDE-PRINCIPAL"",""vlPrevisto"":""000000790000,00"",""nroSequencial"":""000170"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135031"",""codFontRecursos"":""107"",""vlFontRecursos"":""000000790000,00"",""nroSequencial"":""000171"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2572,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135041"",""especificacao"":""TRANS.SUS- BLOCO MANUT.-ASSIST.FARMAC.-PRINCIPAL"",""vlPrevisto"":""000000679690,00"",""nroSequencial"":""000172"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135041"",""codFontRecursos"":""107"",""vlFontRecursos"":""000000679690,00"",""nroSequencial"":""000173"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2573,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135051"",""especificacao"":""TRANS.SUS- BLOCO MANUT.-GESTÃO SUS-PRINCIPAL"",""vlPrevisto"":""000001000900,00"",""nroSequencial"":""000174"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135051"",""codFontRecursos"":""107"",""vlFontRecursos"":""000001000900,00"",""nroSequencial"":""000175"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2574,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135111"",""especificacao"":""TRANS.SUS-BLOCO ESTRUT.-ATEN.PRIMÁRIA-PRINCIPAL"",""vlPrevisto"":""000000200000,00"",""nroSequencial"":""000176"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135111"",""codFontRecursos"":""109"",""vlFontRecursos"":""000000200000,00"",""nroSequencial"":""000177"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2576,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017235001"",""especificacao"":""TRANSF.RECURSOS-SUS-PRINCIPAL"",""vlPrevisto"":""000010490050,00"",""nroSequencial"":""000180"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017235001"",""codFontRecursos"":""131"",""vlFontRecursos"":""000010490050,00"",""nroSequencial"":""000181"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2577,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""024199901"",""especificacao"":""OUTRAS TRANSF.REC.UNIÃO SUAS ENTID.-PRINCIPAL"",""vlPrevisto"":""000000999000,00"",""nroSequencial"":""000182"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""024199901"",""codFontRecursos"":""181"",""vlFontRecursos"":""000000999000,00"",""nroSequencial"":""000183"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2578,"{""tipoRegistro"":""10"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000066500,00"",""nroSequencial"":""000184"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""013210101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000006500,00"",""nroSequencial"":""000185"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""013210101"",""codFontRecursos"":""129"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000186"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2579,"{""tipoRegistro"":""10"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""017165001"",""especificacao"":""TRANSF.RECUR.-FNAS-PRINCIPAL"",""vlPrevisto"":""000000930000,00"",""nroSequencial"":""000187"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""017165001"",""codFontRecursos"":""129"",""vlFontRecursos"":""000000930000,00"",""nroSequencial"":""000188"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2580,"{""tipoRegistro"":""10"",""codOrgao"":""12"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000005000,00"",""nroSequencial"":""000189"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""12"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""150"",""vlFontRecursos"":""000000005000,00"",""nroSequencial"":""000190"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2581,"{""tipoRegistro"":""10"",""codOrgao"":""15"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000191"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""15"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000192"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2582,"{""tipoRegistro"":""10"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000650000,00"",""nroSequencial"":""000193"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000500000,00"",""nroSequencial"":""000194"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""123"",""vlFontRecursos"":""000000150000,00"",""nroSequencial"":""000195"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2583,"{""tipoRegistro"":""10"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""016995011"",""especificacao"":""SERV.SANEAM.BÁSICO-ABASTEC.ÁGUA-PRINCIPAL"",""vlPrevisto"":""000040000000,00"",""nroSequencial"":""000196"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""016995011"",""codFontRecursos"":""110"",""vlFontRecursos"":""000040000000,00"",""nroSequencial"":""000197"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2584,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210401"",""especificacao"":""TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - PRINCIPAL"",""vlPrevisto"":""000001500000,00"",""nroSequencial"":""000198"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210401"",""codFontRecursos"":""151"",""vlFontRecursos"":""000001500000,00"",""nroSequencial"":""000199"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2585,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210402"",""especificacao"":""TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - MULTAS JUROS"",""vlPrevisto"":""000000002500,00"",""nroSequencial"":""000200"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210402"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000002500,00"",""nroSequencial"":""000201"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2586,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000002500,00"",""nroSequencial"":""000202"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""013210101"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000002500,00"",""nroSequencial"":""000203"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2587,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110611"",""especificacao"":""MULTAS ADMINIST.DANOS AMBIENTAIS-PRINCIPAL"",""vlPrevisto"":""000000700000,00"",""nroSequencial"":""000204"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110611"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000700000,00"",""nroSequencial"":""000205"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2588,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110612"",""especificacao"":""MULTAS ADMINIST.DANOS AMBIENTAIS-MULTAS JUROS"",""vlPrevisto"":""000000002500,00"",""nroSequencial"":""000206"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110612"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000002500,00"",""nroSequencial"":""000207"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2589,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110621"",""especificacao"":""MULTAS JUDICIAIS DANOS AMBIENTAIS-PRINCIPAL"",""vlPrevisto"":""000000005000,00"",""nroSequencial"":""000208"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110621"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000005000,00"",""nroSequencial"":""000209"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2590,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000241000,00"",""nroSequencial"":""000210"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000050000,00"",""nroSequencial"":""000211"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""115"",""vlFontRecursos"":""000000126000,00"",""nroSequencial"":""000212"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""124"",""vlFontRecursos"":""000000065000,00"",""nroSequencial"":""000213"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2591,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145001"",""especificacao"":""TRANSF.SALÁRIO-EDUCAÇÃO– PRINCIPAL"",""vlPrevisto"":""000011380000,00"",""nroSequencial"":""000214"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145001"",""codFontRecursos"":""115"",""vlFontRecursos"":""000011380000,00"",""nroSequencial"":""000215"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2592,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145201"",""especificacao"":""TRANSF.PROGR.NAC. ALIMEN.ESCOLA-PNAE-PRINCIPAL"",""vlPrevisto"":""000003100000,00"",""nroSequencial"":""000216"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145201"",""codFontRecursos"":""115"",""vlFontRecursos"":""000003100000,00"",""nroSequencial"":""000217"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2593,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145301"",""especificacao"":""TRANSF.PROG.NAC.TRANSP.ESCOLAR-PNATE-PRINCIPAL"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000218"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145301"",""codFontRecursos"":""115"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000219"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2594,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017245101"",""especificacao"":""TRANSF.CONV.ESTADOS PROGR.EDUCAÇÃO-PRINCIPAL"",""vlPrevisto"":""000000800000,00"",""nroSequencial"":""000220"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017245101"",""codFontRecursos"":""124"",""vlFontRecursos"":""000000800000,00"",""nroSequencial"":""000221"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
