"id","content","data"
2460,"{""tipoRegistro"":""10"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000001000000,00"",""nroSequencial"":""000127"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""118"",""vlFontRecursos"":""000001000000,00"",""nroSequencial"":""000128""}]}",2025
2461,"{""tipoRegistro"":""10"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017155201"",""especificacao"":""TRANSF.COMP.UNIÃO FUNDEB-VAAR-PRINCIPAL"",""vlPrevisto"":""000006000000,00"",""nroSequencial"":""000129"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017155201"",""codFontRecursos"":""187"",""vlFontRecursos"":""000006000000,00"",""nroSequencial"":""000130""}]}",2025
2462,"{""tipoRegistro"":""10"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017515001"",""especificacao"":""TRANSF.RECURSOS FUNDEB-PRINCIPAL"",""vlPrevisto"":""000194000000,00"",""nroSequencial"":""000131"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017515001"",""codFontRecursos"":""118"",""vlFontRecursos"":""000184000000,00"",""nroSequencial"":""000132""},{""tipoRegistro"":""11"",""codOrgao"":""06"",""codUnidade"":""02"",""rubrica"":""017515001"",""codFontRecursos"":""119"",""vlFontRecursos"":""000010000000,00"",""nroSequencial"":""000133""}]}",2025
2470,"{""tipoRegistro"":""10"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""011210101"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL"",""vlPrevisto"":""000000460000,00"",""nroSequencial"":""000150"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""011210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000460000,00"",""nroSequencial"":""000151""}]}",2025
2471,"{""tipoRegistro"":""10"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000152"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""08"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000153""}]}",2025
2472,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215001"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL"",""vlPrevisto"":""000000350000,00"",""nroSequencial"":""000154"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215001"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000350000,00"",""nroSequencial"":""000155""}]}",2025
2473,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215002"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - MULTAS JUROS"",""vlPrevisto"":""000000060000,00"",""nroSequencial"":""000156"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215002"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000157""}]}",2025
2474,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215003"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000158"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215003"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000159""}]}",2025
2475,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215004"",""especificacao"":""TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA-D.ATIVA M/JUROS"",""vlPrevisto"":""000000010000,00"",""nroSequencial"":""000160"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""011215004"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000010000,00"",""nroSequencial"":""000161""}]}",2025
2494,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000002500,00"",""nroSequencial"":""000202"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""013210101"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000002500,00"",""nroSequencial"":""000203""}]}",2025
2476,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000302300,00"",""nroSequencial"":""000162"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000040000,00"",""nroSequencial"":""000163""},{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""107"",""vlFontRecursos"":""000000231100,00"",""nroSequencial"":""000164""},{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""131"",""vlFontRecursos"":""000000031200,00"",""nroSequencial"":""000165""}]}",2025
2477,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135011"",""especificacao"":""TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-PRINCIPAL"",""vlPrevisto"":""000012800000,00"",""nroSequencial"":""000166"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135011"",""codFontRecursos"":""107"",""vlFontRecursos"":""000012800000,00"",""nroSequencial"":""000167""}]}",2025
2478,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135021"",""especificacao"":""TRANS.SUS-BLOCO MANUT.ATEN.ESPEC.-PRINCIPAL"",""vlPrevisto"":""000024930000,00"",""nroSequencial"":""000168"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135021"",""codFontRecursos"":""107"",""vlFontRecursos"":""000024930000,00"",""nroSequencial"":""000169""}]}",2025
2479,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135031"",""especificacao"":""TRANS.SUS-BLOCO MANUT-VIGILÂNCIA SAÚDE-PRINCIPAL"",""vlPrevisto"":""000000790000,00"",""nroSequencial"":""000170"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135031"",""codFontRecursos"":""107"",""vlFontRecursos"":""000000790000,00"",""nroSequencial"":""000171""}]}",2025
2480,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135041"",""especificacao"":""TRANS.SUS- BLOCO MANUT.-ASSIST.FARMAC.-PRINCIPAL"",""vlPrevisto"":""000000679690,00"",""nroSequencial"":""000172"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135041"",""codFontRecursos"":""107"",""vlFontRecursos"":""000000679690,00"",""nroSequencial"":""000173""}]}",2025
2481,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135051"",""especificacao"":""TRANS.SUS- BLOCO MANUT.-GESTÃO SUS-PRINCIPAL"",""vlPrevisto"":""000001000900,00"",""nroSequencial"":""000174"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135051"",""codFontRecursos"":""107"",""vlFontRecursos"":""000001000900,00"",""nroSequencial"":""000175""}]}",2025
2482,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135111"",""especificacao"":""TRANS.SUS-BLOCO ESTRUT.-ATEN.PRIMÁRIA-PRINCIPAL"",""vlPrevisto"":""000000200000,00"",""nroSequencial"":""000176"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017135111"",""codFontRecursos"":""109"",""vlFontRecursos"":""000000200000,00"",""nroSequencial"":""000177""}]}",2025
2483,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017199901"",""especificacao"":""OUTRAS TRANSF.RECUR.UNIÃO ENTID.-PRINCIPAL"",""vlPrevisto"":""000009435000,00"",""nroSequencial"":""000178"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017199901"",""codFontRecursos"":""195"",""vlFontRecursos"":""000009435000,00"",""nroSequencial"":""000179""}]}",2025
2484,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017235001"",""especificacao"":""TRANSF.RECURSOS-SUS-PRINCIPAL"",""vlPrevisto"":""000010490050,00"",""nroSequencial"":""000180"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""017235001"",""codFontRecursos"":""131"",""vlFontRecursos"":""000010490050,00"",""nroSequencial"":""000181""}]}",2025
2485,"{""tipoRegistro"":""10"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""024199901"",""especificacao"":""OUTRAS TRANSF.REC.UNIÃO SUAS ENTID.-PRINCIPAL"",""vlPrevisto"":""000000999000,00"",""nroSequencial"":""000182"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""09"",""codUnidade"":""01"",""rubrica"":""024199901"",""codFontRecursos"":""181"",""vlFontRecursos"":""000000999000,00"",""nroSequencial"":""000183""}]}",2025
2486,"{""tipoRegistro"":""10"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000066500,00"",""nroSequencial"":""000184"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""013210101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000006500,00"",""nroSequencial"":""000185""},{""tipoRegistro"":""11"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""013210101"",""codFontRecursos"":""129"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000186""}]}",2025
2487,"{""tipoRegistro"":""10"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""017165001"",""especificacao"":""TRANSF.RECUR.-FNAS-PRINCIPAL"",""vlPrevisto"":""000000930000,00"",""nroSequencial"":""000187"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""11"",""codUnidade"":""04"",""rubrica"":""017165001"",""codFontRecursos"":""129"",""vlFontRecursos"":""000000930000,00"",""nroSequencial"":""000188""}]}",2025
2488,"{""tipoRegistro"":""10"",""codOrgao"":""12"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000005000,00"",""nroSequencial"":""000189"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""12"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""150"",""vlFontRecursos"":""000000005000,00"",""nroSequencial"":""000190""}]}",2025
2489,"{""tipoRegistro"":""10"",""codOrgao"":""15"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000191"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""15"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000192""}]}",2025
2490,"{""tipoRegistro"":""10"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000650000,00"",""nroSequencial"":""000193"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000500000,00"",""nroSequencial"":""000194""},{""tipoRegistro"":""11"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""013210101"",""codFontRecursos"":""123"",""vlFontRecursos"":""000000150000,00"",""nroSequencial"":""000195""}]}",2025
2491,"{""tipoRegistro"":""10"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""016995011"",""especificacao"":""SERV.SANEAM.BÁSICO-ABASTEC.ÁGUA-PRINCIPAL"",""vlPrevisto"":""000040000000,00"",""nroSequencial"":""000196"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""18"",""codUnidade"":""02"",""rubrica"":""016995011"",""codFontRecursos"":""110"",""vlFontRecursos"":""000040000000,00"",""nroSequencial"":""000197""}]}",2025
2492,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210401"",""especificacao"":""TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - PRINCIPAL"",""vlPrevisto"":""000001500000,00"",""nroSequencial"":""000198"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210401"",""codFontRecursos"":""151"",""vlFontRecursos"":""000001500000,00"",""nroSequencial"":""000199""}]}",2025
2493,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210402"",""especificacao"":""TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - MULTAS JUROS"",""vlPrevisto"":""000000002500,00"",""nroSequencial"":""000200"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""011210402"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000002500,00"",""nroSequencial"":""000201""}]}",2025
2495,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110611"",""especificacao"":""MULTAS ADMINIST.DANOS AMBIENTAIS-PRINCIPAL"",""vlPrevisto"":""000000700000,00"",""nroSequencial"":""000204"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110611"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000700000,00"",""nroSequencial"":""000205""}]}",2025
2496,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110612"",""especificacao"":""MULTAS ADMINIST.DANOS AMBIENTAIS-MULTAS JUROS"",""vlPrevisto"":""000000002500,00"",""nroSequencial"":""000206"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110612"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000002500,00"",""nroSequencial"":""000207""}]}",2025
2497,"{""tipoRegistro"":""10"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110621"",""especificacao"":""MULTAS JUDICIAIS DANOS AMBIENTAIS-PRINCIPAL"",""vlPrevisto"":""000000005000,00"",""nroSequencial"":""000208"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""19"",""codUnidade"":""03"",""rubrica"":""019110621"",""codFontRecursos"":""151"",""vlFontRecursos"":""000000005000,00"",""nroSequencial"":""000209""}]}",2025
2498,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000241000,00"",""nroSequencial"":""000210"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000050000,00"",""nroSequencial"":""000211""},{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""115"",""vlFontRecursos"":""000000126000,00"",""nroSequencial"":""000212""},{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""124"",""vlFontRecursos"":""000000065000,00"",""nroSequencial"":""000213""}]}",2025
2499,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145001"",""especificacao"":""TRANSF.SALÁRIO-EDUCAÇÃO– PRINCIPAL"",""vlPrevisto"":""000011380000,00"",""nroSequencial"":""000214"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145001"",""codFontRecursos"":""115"",""vlFontRecursos"":""000011380000,00"",""nroSequencial"":""000215""}]}",2025
2500,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145201"",""especificacao"":""TRANSF.PROGR.NAC. ALIMEN.ESCOLA-PNAE-PRINCIPAL"",""vlPrevisto"":""000003100000,00"",""nroSequencial"":""000216"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145201"",""codFontRecursos"":""115"",""vlFontRecursos"":""000003100000,00"",""nroSequencial"":""000217""}]}",2025
2501,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145301"",""especificacao"":""TRANSF.PROG.NAC.TRANSP.ESCOLAR-PNATE-PRINCIPAL"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000218"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017145301"",""codFontRecursos"":""115"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000219""}]}",2025
2502,"{""tipoRegistro"":""10"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017245101"",""especificacao"":""TRANSF.CONV.ESTADOS PROGR.EDUCAÇÃO-PRINCIPAL"",""vlPrevisto"":""000000800000,00"",""nroSequencial"":""000220"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""20"",""codUnidade"":""01"",""rubrica"":""017245101"",""codFontRecursos"":""124"",""vlFontRecursos"":""000000800000,00"",""nroSequencial"":""000221""}]}",2025
2503,"{""tipoRegistro"":""10"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000003000,00"",""nroSequencial"":""000222"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000003000,00"",""nroSequencial"":""000223""}]}",2025
2504,"{""tipoRegistro"":""10"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""017919901"",""especificacao"":""OUTRAS TRANSF.PESSOAS FÍSICAS-PRINCIPAL"",""vlPrevisto"":""000000040000,00"",""nroSequencial"":""000224"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""017919901"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000040000,00"",""nroSequencial"":""000225""}]}",2025
2505,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115111"",""especificacao"":""DEDUCAÇÃO COTA PARTE FPM"",""vlPrevisto"":""000032400000,00"",""nroSequencial"":""000226"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115111"",""codFontRecursos"":""101"",""vlFontRecursos"":""000032400000,00"",""nroSequencial"":""000227""}]}",2025
2506,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115201"",""especificacao"":""DEDUÇÃO COTA PARTE ITR"",""vlPrevisto"":""000000060000,00"",""nroSequencial"":""000228"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115201"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000229""}]}",2025
2507,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215001"",""especificacao"":""DEDUÇÃO COTA PARTE ICMS"",""vlPrevisto"":""000063000000,00"",""nroSequencial"":""000230"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215001"",""codFontRecursos"":""101"",""vlFontRecursos"":""000063000000,00"",""nroSequencial"":""000231""}]}",2025
2508,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215101"",""especificacao"":""DEDUÇÃO COTA PARTE IPVA"",""vlPrevisto"":""000004400000,00"",""nroSequencial"":""000232"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215101"",""codFontRecursos"":""101"",""vlFontRecursos"":""000004400000,00"",""nroSequencial"":""000233""}]}",2025
2509,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215201"",""especificacao"":""DEDUÇÃO COTA PARTE IPI"",""vlPrevisto"":""000000400000,00"",""nroSequencial"":""000234"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215201"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000400000,00"",""nroSequencial"":""000235""}]}",2025
2418,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""especificacao"":""IPTU - PRINCIPAL"",""vlPrevisto"":""000045000000,00"",""nroSequencial"":""000001"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""100"",""vlFontRecursos"":""000023400000,00"",""nroSequencial"":""000002"",""codFontRecursosMSC"":""Valor não informado"",""poderOrgao"":""Valor não informado"",""codAEO"":""Valor não informado"",""ficha"":""Valor não informado""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""101"",""vlFontRecursos"":""000012600000,00"",""nroSequencial"":""000003""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""102"",""vlFontRecursos"":""000009000000,00"",""nroSequencial"":""000004""}]}",2025
2544,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""019991221"",""especificacao"":""ÔNUS DE SUCUMBÊNCIA – PRINCIPAL"",""vlPrevisto"":""000000550000,00"",""nroSequencial"":""000111"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""019991221"",""codFontRecursos"":""144"",""vlFontRecursos"":""000000550000,00"",""nroSequencial"":""000112"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2510,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""especificacao"":""IPTU - PRINCIPAL"",""vlPrevisto"":""000045000000,00"",""nroSequencial"":""000001"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""100"",""vlFontRecursos"":""000023400000,00"",""nroSequencial"":""000002"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""101"",""vlFontRecursos"":""000012600000,00"",""nroSequencial"":""000003"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""102"",""vlFontRecursos"":""000009000000,00"",""nroSequencial"":""000004"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2511,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""especificacao"":""IPTU - MULTAS E JUROS"",""vlPrevisto"":""000002000000,00"",""nroSequencial"":""000005"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""codFontRecursos"":""100"",""vlFontRecursos"":""000001040000,00"",""nroSequencial"":""000006"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000560000,00"",""nroSequencial"":""000007"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000400000,00"",""nroSequencial"":""000008"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2512,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""especificacao"":""IPTU - DIVIDA ATIVA"",""vlPrevisto"":""000022000000,00"",""nroSequencial"":""000009"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""codFontRecursos"":""100"",""vlFontRecursos"":""000011440000,00"",""nroSequencial"":""000010"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""codFontRecursos"":""101"",""vlFontRecursos"":""000006160000,00"",""nroSequencial"":""000011"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""codFontRecursos"":""102"",""vlFontRecursos"":""000004400000,00"",""nroSequencial"":""000012"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
