"id","data","content"
17623,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""14"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""210"",""codNaturezaDaDespesa"":""339046"",""recurso"":""000000002000,00"",""nroSequencial"":""000318"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""14"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""210"",""codNaturezaDaDespesa"":""339046"",""codFontRecursos"":""100"",""valorFonte"":""000000002000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000319"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17624,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""14"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""210"",""codNaturezaDaDespesa"":""339049"",""recurso"":""000000005000,00"",""nroSequencial"":""000320"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""14"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""210"",""codNaturezaDaDespesa"":""339049"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000321"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17625,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""215"",""codNaturezaDaDespesa"":""339014"",""recurso"":""000000001000,00"",""nroSequencial"":""000322"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""215"",""codNaturezaDaDespesa"":""339014"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000323"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17626,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""215"",""codNaturezaDaDespesa"":""339033"",""recurso"":""000000001000,00"",""nroSequencial"":""000324"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""215"",""codNaturezaDaDespesa"":""339033"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000325"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17627,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""215"",""codNaturezaDaDespesa"":""339049"",""recurso"":""000000005000,00"",""nroSequencial"":""000326"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""215"",""codNaturezaDaDespesa"":""339049"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000327"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17628,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""319011"",""recurso"":""000000500000,00"",""nroSequencial"":""000328"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""319011"",""codFontRecursos"":""100"",""valorFonte"":""000000500000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000329"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17629,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""319094"",""recurso"":""000000019000,00"",""nroSequencial"":""000330"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""319094"",""codFontRecursos"":""100"",""valorFonte"":""000000019000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000331"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17630,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339008"",""recurso"":""000000001000,00"",""nroSequencial"":""000332"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339008"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000333"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17631,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339030"",""recurso"":""000000005000,00"",""nroSequencial"":""000334"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339030"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000335"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17632,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339036"",""recurso"":""000000001000,00"",""nroSequencial"":""000336"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339036"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000337"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17633,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339039"",""recurso"":""000000010000,00"",""nroSequencial"":""000338"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339039"",""codFontRecursos"":""100"",""valorFonte"":""000000010000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000339"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17634,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339046"",""recurso"":""000000005000,00"",""nroSequencial"":""000340"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339046"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000341"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17635,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339093"",""recurso"":""000000001000,00"",""nroSequencial"":""000342"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""339093"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000343"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17636,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""449052"",""recurso"":""000000001000,00"",""nroSequencial"":""000344"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""15"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""216"",""codNaturezaDaDespesa"":""449052"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000345"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17637,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""319011"",""recurso"":""000004250000,00"",""nroSequencial"":""000346"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""319011"",""codFontRecursos"":""100"",""valorFonte"":""000004250000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000347"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17638,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""319094"",""recurso"":""000000150000,00"",""nroSequencial"":""000348"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""319094"",""codFontRecursos"":""100"",""valorFonte"":""000000150000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000349"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17639,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339008"",""recurso"":""000000001000,00"",""nroSequencial"":""000350"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339008"",""codFontRecursos"":""100"",""valorFonte"":""000000001000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000351"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17640,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339014"",""recurso"":""000000004000,00"",""nroSequencial"":""000352"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339014"",""codFontRecursos"":""100"",""valorFonte"":""000000004000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000353"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17641,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339030"",""recurso"":""000000015000,00"",""nroSequencial"":""000354"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339030"",""codFontRecursos"":""100"",""valorFonte"":""000000015000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000355"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17642,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339033"",""recurso"":""000000005000,00"",""nroSequencial"":""000356"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339033"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000357"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17643,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339035"",""recurso"":""000000005000,00"",""nroSequencial"":""000358"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339035"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000359"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17644,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339036"",""recurso"":""000000250000,00"",""nroSequencial"":""000360"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339036"",""codFontRecursos"":""100"",""valorFonte"":""000000250000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000361"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17645,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339039"",""recurso"":""000003500000,00"",""nroSequencial"":""000362"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339039"",""codFontRecursos"":""100"",""valorFonte"":""000003500000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000363"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17646,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339040"",""recurso"":""000003000000,00"",""nroSequencial"":""000364"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339040"",""codFontRecursos"":""100"",""valorFonte"":""000003000000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000365"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17647,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339046"",""recurso"":""000000003000,00"",""nroSequencial"":""000366"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339046"",""codFontRecursos"":""100"",""valorFonte"":""000000003000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000367"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17648,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339049"",""recurso"":""000000060000,00"",""nroSequencial"":""000368"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339049"",""codFontRecursos"":""100"",""valorFonte"":""000000060000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000369"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17649,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339092"",""recurso"":""000000005000,00"",""nroSequencial"":""000370"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339092"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000371"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17650,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339093"",""recurso"":""000000005000,00"",""nroSequencial"":""000372"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""339093"",""codFontRecursos"":""100"",""valorFonte"":""000000005000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000373"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17651,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""449052"",""recurso"":""000000002000,00"",""nroSequencial"":""000374"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""16"",""codFuncao"":""04"",""codSubFuncao"":""126"",""naturezaAcao"":""4"",""nroProjAtiv"":""212"",""codNaturezaDaDespesa"":""449052"",""codFontRecursos"":""100"",""valorFonte"":""000000002000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000375"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
17652,2025,"{""tipoRegistro"":""10"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""18"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""214"",""codNaturezaDaDespesa"":""319011"",""recurso"":""000001060000,00"",""nroSequencial"":""000376"",""content"":[{""tipoRegistro"":""11"",""codPrograma"":""4100"",""codOrgao"":""03"",""codUnidade"":""18"",""codFuncao"":""04"",""codSubFuncao"":""122"",""naturezaAcao"":""4"",""nroProjAtiv"":""214"",""codNaturezaDaDespesa"":""319011"",""codFontRecursos"":""100"",""valorFonte"":""000001060000,00"",""valorFonteImpositiva"":""000000000000,00"",""nroSequencial"":""000377"",""elementoDespesaMSC"":""nan"",""subElementoMSC"":""nan"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}"
